Job Id,Experience,Qualifications,Job Posting Date,Preference,Job Title,Role,Job Description,skills,Company
2.50217E+15,1 to 8 Years,BCA,16-04-2022,Female,Physician Assistant,Emergency Medicine Physician Assistant,"Work in emergency departments, diagnose and treat acute medical conditions, and provide urgent care.",Emergency medical care Triage and assessment Trauma management,Western Digital
1.47863E+15,0 to 12 Years,BBA,07-11-2022,Both,Social Media Manager,Social Media Analyst,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",EQT
9.51981E+12,3 to 9 Years,BA,26-12-2022,Male,Database Developer,SQL Database Developer,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.",SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,Tata Communications
8.95093E+14,5 to 11 Years,BBA,02-09-2022,Female,Electrical Designer,Electrical Engineer,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.",Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving,Comcast
2.20166E+15,4 to 12 Years,BCA,08-08-2022,Male,Art Teacher,Studio Art Teacher,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.",Art instruction Classroom management Art techniques Lesson planning Student assessment,Salesforce
1.20246E+15,5 to 8 Years,B.Com,04-05-2022,Both,SEO Analyst,Technical SEO Analyst,"As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO.","Technical SEO Website audits SEO tools (e.g., Screaming Frog, Ahrefs) Schema markup Site speed optimization XML sitemaps Canonicalization",BASF SE
1.7717E+15,4 to 15 Years,BBA,20-09-2022,Both,Marketing Director,Digital Marketing Director,"Digital Marketing Directors lead digital marketing efforts. They develop and execute digital strategies, oversee campaigns, and measure performance to achieve marketing goals.",Digital marketing strategy Marketing analytics Team leadership Content marketing SEO and SEM proficiency,Croda International
1.86494E+15,2 to 15 Years,BBA,31-03-2022,Both,Systems Administrator,IT Support Specialist,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.",Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,Arthur J. Gallagher
6.61798E+14,0 to 11 Years,M.Tech,03-11-2021,Female,Account Manager,Sales Account Manager,"A Sales Account Manager is responsible for building and maintaining relationships with clients, identifying their needs, and proposing tailored solutions to achieve sales targets.",Account management Sales strategy Negotiation and closing skills,Iluka Resources
2.29065E+15,4 to 11 Years,MCA,06-03-2023,Male,Event Planner,Wedding Planner,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,Toll Brothers
1.65617E+15,2 to 9 Years,B.Tech,23-10-2022,Female,Veterinarian,Exotic Animal Veterinarian,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.",Exotic animal medicine Exotic animal diagnostics Specialized surgical skills Avian medicine Reptile care Amphibian care Exotic animal anesthesia Compassion and empathy Client communication Problem-solving Attention to detail,Berkeley Group Holdings
2.72378E+15,2 to 10 Years,B.Tech,13-09-2022,Female,Systems Administrator,Database Administrator,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery",NetEase
4.08627E+14,4 to 13 Years,M.Com,01-12-2022,Male,Network Engineer,Network Administrator,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",American Airlines Group
2.33394E+15,0 to 14 Years,BCA,26-01-2023,Male,Technical Writer,Instructional Designer,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,Tata Consumer Products
2.36925E+15,2 to 12 Years,BBA,13-10-2022,Female,Software Tester,Quality Assurance Analyst,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",BMW Group
2.10333E+15,4 to 10 Years,MBA,05-06-2022,Both,Technical Writer,Documentation Specialist,"Documentation Specialists create and manage documents, manuals, or technical materials. They ensure accuracy, consistency, and accessibility of documentation.",Document management Recordkeeping Attention to detail Data entry Organizational skills,Ryder System
1.18071E+15,2 to 8 Years,M.Tech,12-08-2022,Both,Sales Representative,Inside Sales Representative,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building",W.W. Grainger
3.94013E+14,5 to 12 Years,M.Tech,22-07-2023,Female,SEM Specialist,Search Engine Marketer,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility.",Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills,Aurizon Holdings
9.08478E+14,3 to 15 Years,BBA,30-10-2022,Male,UI Developer,UX/UI Designer,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,User experience (UX) design User interface (UI) design Wireframing and prototyping Usability testing Design tools like Sketch or Figma,Chevron
3E+15,4 to 13 Years,M.Tech,05-11-2022,Female,Nurse Practitioner,Acute Care Nurse Practitioner,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,Wells Fargo
2.83136E+15,5 to 13 Years,M.Tech,21-07-2023,Male,Interior Designer,Hospitality Interior Designer,"A Hospitality Interior Designer specializes in creating inviting and functional interiors for hotels, restaurants, and other hospitality establishments.","Hospitality interior design Hotel and restaurant design Branding and theme integration FF&E (furniture, fixtures, and equipment) selection Customer experience design",V-Guard Industries
1.90815E+15,2 to 11 Years,BCA,10-06-2023,Both,HR Coordinator,Benefits Coordinator,"Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies.",Employee benefits administration Benefits compliance HRIS Benefits communication,Aramark
2.02639E+15,1 to 11 Years,B.Com,21-07-2023,Both,Account Manager,Client Relationship Manager,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",Client relationship management Customer service Communication skills,"Harley-Davidson, Inc."
2.06883E+15,5 to 8 Years,MBA,23-07-2023,Female,UI Developer,Front-End Developer,A Front-End Developer specializes in creating the user interface and user experience of websites or applications. They code and design elements that users interact with directly.,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",BYD Company
4.90809E+14,5 to 10 Years,MCA,02-01-2022,Female,Digital Marketing Specialist,Social Media Manager,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising",AMP Limited
1.30971E+14,5 to 11 Years,MCA,08-10-2021,Both,Web Designer,E-commerce Web Designer,"E-commerce Web Designers specialize in designing and optimizing online stores and shopping websites. They focus on user experience, product presentation, and conversion rate optimization to drive online sales and customer engagement.","E-commerce web design UX/UI design Shopping cart integration Payment gateway integration Mobile responsiveness E-commerce platforms (e.g., Shopify)",Cairn Energy
2.66578E+15,5 to 12 Years,MCA,14-07-2023,Female,Nurse Practitioner,Primary Care Nurse Practitioner,"Primary Care Nurse Practitioners provide essential healthcare services, diagnosing and treating common medical conditions, and offering preventive care to patients.",Nursing care Patient assessment Health promotion Medication administration Electronic health records (EHR),Booking Holdings
7.19164E+14,4 to 13 Years,B.Tech,20-09-2021,Female,Digital Marketing Specialist,Social Media Manager,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising",Segro
1.05003E+15,0 to 13 Years,MBA,30-08-2022,Female,Customer Success Manager,Customer Support Specialist,A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,KKR
2.61502E+15,0 to 10 Years,MBA,27-10-2022,Both,Inventory Analyst,Inventory Control Specialist,"Inventory Control Specialists manage and optimize inventory levels in a business. They track stock, monitor demand, and implement inventory control procedures to ensure efficient operations and minimize carrying costs.",Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,Hindustan Petroleum Corporation Limited (HPCL)
4.55438E+14,2 to 13 Years,M.Tech,19-03-2022,Both,Marketing Specialist,Digital Marketing Specialist,"Digital Marketing Specialists create and execute online marketing campaigns. They utilize digital channels like social media, email, and SEO to reach target audiences, generate leads, and improve brand visibility and engagement.",Digital marketing strategy Social media marketing Content creation SEO (Search Engine Optimization) PPC advertising Analytics and reporting,Quanta Services
4.74173E+14,4 to 8 Years,M.Tech,25-05-2023,Male,QA Analyst,Software QA Tester,"Software QA Testers ensure the quality of software products by designing and executing test cases, identifying defects, and reporting issues to developers. They play a critical role in ensuring software reliability and functionality.","Software quality assurance Test planning Test case design Test execution Defect tracking Test automation (e.g., Selenium)",Melrose Industries
2.72591E+15,5 to 10 Years,PhD,30-08-2022,Male,Veterinarian,Exotic Animal Veterinarian,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.",Exotic animal medicine Exotic animal diagnostics Specialized surgical skills Avian medicine Reptile care Amphibian care Exotic animal anesthesia Compassion and empathy Client communication Problem-solving Attention to detail,Energy Transfer
2.039E+15,0 to 11 Years,PhD,20-02-2022,Male,Business Development Manager,Sales Manager,"A Sales Manager leads and guides the sales team, sets sales targets, develops sales strategies, and monitors performance to achieve revenue and growth objectives.",Sales management Sales strategy development Team leadership,Boston Scientific
3.02671E+15,4 to 10 Years,M.Tech,22-07-2022,Both,Digital Marketing Specialist,Social Media Manager,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising",NVR
2.91502E+15,4 to 9 Years,B.Com,25-03-2023,Male,Web Developer,Full-Stack Developer,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.",Frontend and backend development Database integration Problem-solving API knowledge,Woodside Petroleum
1.02295E+15,0 to 8 Years,MBA,21-04-2023,Male,Customer Support Specialist,Help Desk Analyst,"Help Desk Analysts provide technical support and assistance to internal employees or external customers. They troubleshoot hardware and software issues, offer solutions, and document support interactions to maintain a reliable IT environment.",Help desk support Ticket resolution IT troubleshooting Customer service skills Technical knowledge Documentation and knowledge base maintenance Communication and interpersonal skills,Assurant
1.0766E+15,3 to 11 Years,B.Tech,07-12-2021,Male,Brand Manager,Brand Strategist,A Brand Strategist develops strategies to build and strengthen a companys brand identity. They research market trends and consumer preferences to guide branding decisions.,Brand strategy development Market research and analysis Competitive analysis Brand positioning and messaging Creative direction and collaboration,Lululemon athletica
2.37638E+15,0 to 9 Years,B.Com,30-08-2023,Female,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",Workspace Group
1.73047E+15,5 to 15 Years,BCA,01-10-2021,Male,Purchasing Agent,Supply Chain Coordinator,"A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network.",Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,Sartorius AG
1.55947E+15,2 to 13 Years,B.Tech,04-07-2022,Female,Research Analyst,Data Analyst Researcher,A Data Analyst Researcher conducts research and analysis using data to support academic or scientific inquiries. They contribute to research projects and publish findings.,"Data analysis techniques Research methodologies Data collection and interpretation Statistical analysis software (e.g., R, Python) Data visualization tools (e.g., Tableau, Power BI) Research report writing Critical thinking Problem-solving Communication skills Attention to detail",Citigroup
2.00068E+15,5 to 11 Years,PhD,18-01-2023,Both,Investment Banker,Financial Analyst,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.",Financial analysis Data analysis Financial modeling,State Farm Insurance
2.17387E+15,1 to 11 Years,MBA,27-10-2021,Male,Database Developer,SQL Database Developer,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.",SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,Ross Stores
3.08121E+15,5 to 15 Years,M.Com,24-06-2022,Female,Customer Success Manager,Customer Support Specialist,A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,Adidas AG
1.8974E+14,5 to 14 Years,BA,15-09-2023,Male,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",BorgWarner
1.36487E+15,3 to 13 Years,BBA,01-06-2023,Both,Occupational Therapist,Pediatric Occupational Therapist,A Pediatric Occupational Therapist helps children with developmental or physical challenges improve their motor and life skills through therapy interventions.,Pediatric assessment and evaluation Occupational therapy techniques for children Developmental milestones Sensory integration therapy Pediatric psychology Family-centered care Individualized treatment plans Communication skills Pediatric healthcare knowledge,DaVita
2.26315E+14,2 to 12 Years,B.Tech,29-11-2022,Male,IT Manager,Infrastructure Manager,"An Infrastructure Manager is responsible for the operation and maintenance of an organizations IT infrastructure, including servers, networks, and data centers.","Network administration System administration Virtualization technologies (e.g., VMware, Hyper-V) Storage management IT security Disaster recovery planning Capacity planning Monitoring and troubleshooting Cloud infrastructure (e.g., AWS, Azure) Vendor management",Bharti Airtel
2.93993E+15,4 to 8 Years,MBA,24-02-2022,Female,Account Manager,Sales Account Manager,"A Sales Account Manager is responsible for building and maintaining relationships with clients, identifying their needs, and proposing tailored solutions to achieve sales targets.",Account management Sales strategy Negotiation and closing skills,Williams-Sonoma
1.15192E+15,4 to 8 Years,MCA,06-04-2023,Both,Network Engineer,Network Administrator,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Berkeley Group Holdings
2.20448E+15,3 to 15 Years,MCA,05-09-2023,Female,Public Relations Specialist,Crisis Communication Manager,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times.",Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,Northwestern Mutual
4.49671E+14,1 to 13 Years,PhD,11-01-2022,Female,Data Engineer,Data Architect,"A Data Architect designs and manages data infrastructure, ensuring data availability, security, and integrity while aligning data systems with business goals and requirements.",Data architecture design Database management systems Data modeling,Sun Pharmaceutical Industries
2.84395E+15,3 to 15 Years,BA,14-01-2022,Male,Investment Banker,Mergers and Acquisitions Advisor,"A Mergers and Acquisitions Advisor assists in evaluating potential mergers and acquisitions, conducting due diligence, and providing strategic recommendations for corporate transactions.",Mergers and acquisitions (M&A) expertise Due diligence Valuation techniques,3M
5.43907E+14,1 to 9 Years,M.Com,01-03-2022,Both,Investment Analyst,Portfolio Manager,"A Portfolio Manager oversees investment portfolios, making decisions to maximize returns and minimize risks. They analyze financial markets and adjust asset allocations accordingly.",Investment management Financial analysis Risk assessment Asset allocation Portfolio optimization,Altice USA
2.8283E+14,0 to 9 Years,MBA,18-07-2022,Female,Web Developer,Frontend Web Developer,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)",HDFC Bank
2.60172E+15,3 to 9 Years,BA,11-04-2022,Both,Web Developer,Frontend Web Developer,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)",Sysco
1.5755E+15,0 to 12 Years,M.Com,25-07-2022,Female,Wedding Planner,Wedding Consultant,"A Wedding Consultant assists couples in planning and coordinating their weddings, helping them with vendor selection, budget management, and ensuring a seamless wedding day experience.",Wedding planning Vendor coordination Event management,Westlake
1.84932E+15,0 to 9 Years,B.Com,05-02-2022,Both,Data Analyst,Data Quality Analyst,"Data Quality Analysts ensure the accuracy, completeness, and consistency of data within an organization. They develop and implement data quality standards, perform data validation, and identify and resolve data quality issues to maintain data integrity.","Data quality assessment and improvement Data profiling and validation Knowledge of data quality tools (e.g., Informatica, Talend) Data governance principles SQL for data analysis Attention to detail and data accuracy",International Business Machines
2.77551E+14,5 to 12 Years,BCA,20-06-2023,Female,Accountant,Financial Accountant,"Financial Accountants handle financial records, prepare financial statements, and ensure compliance with accounting standards. They analyze financial data to provide accurate financial reports and support decision-making within the organization.","Financial reporting Accounting software (e.g., QuickBooks) Auditing GAAP knowledge",Liberty Media
3.08034E+15,0 to 12 Years,PhD,11-02-2023,Female,SEM Specialist,SEM Analyst,"SEM Analysts analyze search engine marketing (SEM) campaigns. They monitor performance, optimize keyword strategies, and provide insights to improve the effectiveness of SEM efforts.",Search engine marketing (SEM) Google Ads Bing Ads Keyword analysis Ad performance analysis SEM strategy development Bid management,Kohl's
1.74684E+15,2 to 13 Years,B.Tech,10-10-2021,Both,Nurse Practitioner,Acute Care Nurse Practitioner,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,Beiersdorf AG
1.21552E+14,0 to 12 Years,B.Com,18-03-2022,Female,Litigation Attorney,Trial Attorney,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.",Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,Whitehaven Coal
6.67514E+14,1 to 14 Years,PhD,28-05-2022,Male,Nurse Practitioner,Acute Care Nurse Practitioner,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,Barclays
2.11097E+15,1 to 14 Years,B.Tech,11-10-2022,Male,Market Research Analyst,Market Research Coordinator,"A Market Research Coordinator supports market research initiatives by organizing and managing research projects, data collection, and analysis efforts.",Market research coordination Survey design and administration Data analysis,Omnicom Group
3.01915E+13,5 to 12 Years,BBA,06-04-2022,Both,Social Worker,Child Welfare Worker,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills,Adidas AG
2.60314E+15,1 to 14 Years,M.Com,13-04-2022,Male,Human Resources Manager,Talent Acquisition Manager,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.",Talent sourcing Interviewing Onboarding Recruitment strategies HR software,BAE Systems
1.46144E+15,3 to 12 Years,M.Tech,20-07-2023,Male,Network Engineer,Network Administrator,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Sky plc
1.31262E+15,2 to 11 Years,B.Com,18-09-2021,Both,Sales Manager,Sales Team Leader,"Lead and motivate sales teams, set sales targets, and develop sales strategies to meet goals.",Sales leadership Team management Sales strategy and planning,Magellan Financial Group
2.47723E+15,0 to 8 Years,PhD,23-04-2022,Both,Chemical Analyst,Research Chemist,"As a Research Chemist, you will engage in scientific research and experimentation to discover and develop new chemical compounds or processes. Your work may involve designing experiments, analyzing data, and publishing research findings. Your role contributes to the advancement of scientific knowledge and may have applications in various industries.",Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills,Bajaj Auto
1.29165E+15,1 to 11 Years,MCA,26-10-2022,Male,Environmental Engineer,Sustainability Specialist,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.",Sustainability practices Environmental management systems Green certifications,Illinois Tool Works
1.16906E+15,4 to 14 Years,BBA,04-02-2023,Both,Pediatrician,General Pediatrician,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.",Pediatrics Pediatric care Diagnosis and treatment Pediatric medical procedures Patient care Communication skills,Ramsay Health Care
1.71185E+15,5 to 8 Years,BA,03-10-2021,Male,Business Development Manager,Strategic Partnerships Manager,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.",Partnership development Negotiation and collaboration Business development,Andersons
1.58046E+15,3 to 13 Years,MCA,10-08-2022,Male,Data Analyst,Data Scientist,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.","Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)",ConocoPhillips
3.76436E+14,1 to 14 Years,M.Com,07-06-2022,Female,Research Analyst,Market Research Analyst,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions.","Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail",Adidas AG
8.95164E+14,2 to 13 Years,B.Tech,22-06-2022,Female,Software Engineer,Backend Developer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",Munich Re Group
5.14756E+14,0 to 11 Years,M.Tech,01-02-2022,Male,Quality Assurance Analyst,QA Tester,"QA Testers assess software and applications for defects and quality issues. They conduct testing procedures, report bugs, and work with development teams to ensure the delivery of high-quality software products.","Test planning and strategy Test case design and execution Defect reporting and tracking Test automation tools (e.g., Selenium, Appium) Regression testing",Rightmove
8.74501E+13,4 to 15 Years,MBA,22-02-2022,Both,Legal Secretary,Legal Assistant,"A Legal Assistant supports legal professionals by performing administrative and research tasks, organizing legal documents, and assisting with legal proceedings and documentation.",Legal research Document drafting Communication skills Legal software proficiency Attention to detail,National Australia Bank (NAB)
1.7641E+15,2 to 10 Years,MBA,15-12-2021,Male,Product Designer,Industrial Designer,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products.",Industrial design principles CAD and 3D modeling Prototyping and testing,China Merchants Bank
1.25988E+15,4 to 11 Years,M.Tech,20-10-2021,Male,Systems Administrator,Database Administrator,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery",Tencent Music Entertainment Group
6.94715E+14,2 to 13 Years,B.Com,30-05-2023,Male,Software Engineer,Frontend Developer,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization",Booz Allen Hamilton Holding
5.9595E+14,4 to 13 Years,B.Tech,27-03-2022,Female,Structural Engineer,Design Engineer,"A Design Engineer creates and develops product designs and specifications, using engineering principles and design software to bring innovative products to market.",Engineering design CAD software proficiency Problem-solving Technical knowledge Communication skills,Adidas AG
2.88985E+15,4 to 10 Years,M.Com,21-09-2021,Female,SEM Specialist,Search Engine Marketer,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility.",Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills,Hochschild Mining
2.97788E+15,4 to 13 Years,MCA,10-11-2022,Both,Investment Banker,Financial Analyst,"A Financial Analyst conducts financial analysis, generates reports, and provides insights to support decision-making, budgeting, and financial planning.",Financial analysis Data analysis Financial modeling,Marriott International
1.19444E+15,4 to 9 Years,B.Tech,27-11-2022,Male,Art Teacher,Art Education Coordinator,"An Art Education Coordinator plans and manages art education programs, curriculum development, and educational outreach to promote art appreciation and learning within communities.",Art education curriculum Program development Teacher training Communication skills Artistic expertise,Coupang
5.96748E+14,1 to 8 Years,M.Com,11-08-2022,Female,Front-End Developer,Web Designer,"A Web Designer specializes in designing visually appealing and responsive websites. They create layouts, graphics, and user interfaces to enhance the online presence of businesses.","Web design concepts Graphic design software (e.g., Adobe Creative Suite) HTML and CSS Responsive design User interface (UI) principles Visual communication Typography Color theory Creativity Attention to detail Collaboration",State Farm Insurance
1.37866E+15,2 to 13 Years,B.Com,30-11-2021,Female,Web Developer,Full-Stack Developer,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.",Frontend and backend development Database integration Problem-solving API knowledge,Wipro Limited
1.04644E+15,4 to 11 Years,BBA,28-08-2022,Female,Executive Assistant,Office Manager,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.",Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,Great Wall Motors
1.52203E+15,5 to 14 Years,BCA,02-10-2022,Both,Network Engineer,Network Administrator,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","Network management Troubleshooting Network security IT certifications (e.g., CCNA)",Apollo Global Management
2.51148E+15,2 to 10 Years,BCA,05-09-2023,Both,Customer Service Manager,Service Quality Assurance Manager,"Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery.",Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis,Alibaba Group
2.01787E+15,0 to 8 Years,B.Com,27-05-2022,Both,Purchasing Agent,Procurement Specialist,"A Procurement Specialist manages procurement processes, negotiates with suppliers, and ensures cost-effective purchasing of goods and services to meet organizational needs.",Negotiation skills Vendor management Supply chain knowledge Contract management Analytical skills,DISH Network
